in s,CH1 in V,CH2 in V
3.602E-03,1.260E+00,-2.700E+00
3.618E-03,1.220E+00,-2.700E+00
3.634E-03,1.260E+00,-2.700E+00
3.650E-03,1.300E+00,-2.700E+00
3.666E-03,1.260E+00,-2.700E+00
3.682E-03,1.220E+00,-2.700E+00
3.698E-03,1.380E+00,-2.700E+00
3.714E-03,1.180E+00,-2.700E+00
3.730E-03,1.220E+00,-2.700E+00
3.746E-03,-2.000E-02,-2.700E+00
3.762E-03,-2.000E-02,-2.700E+00
3.778E-03,6.200E-01,-2.700E+00
3.794E-03,1.140E+00,-2.700E+00
3.810E-03,1.220E+00,-2.700E+00
3.826E-03,1.260E+00,-2.700E+00
3.842E-03,1.260E+00,-2.700E+00
3.858E-03,1.300E+00,-2.700E+00
